Material,Descripcion_Norm,Rubro,CARREFOUR,CHANGO MAS,COOPERATIVA OBRERA (Bahia Blanca),COTO,DIA %,DIARCO,Hergo (MDP),JUMBO,LUVIK S.A.,MAKRO,MAXI CARREFOUR,MAXICONSUMO,"Mar del Plata, EL GAUCHITO",NINI,PLAZA VEA,VITAL,YAGUAR,Unidad_Metrica,Marca_Sugerida,Nombre_Unificado,Precio_Minimo,Precio_Maximo,Precio_Promedio,Competidores_Activos,Ganador,Tipo_Ganador,Ahorro_Pct,Ahorro_Abs,Es_Bomba
181810,PARLANTE PORTATIL STROMBERG GLOSSY2 20W,PARLANTE,,,,,,,,,,,,,,,,"21649,0",,S/U,PARLANTE,PARLANTE PORTATIL STROMBERG GLOSSY2 20W,"21649,0","21649,0","21649,0",1,VITAL,LISTA,"0,0","0,0",False
181811,AURICULAR STROMBERG STUDIO BLUETOOTH,AURICULAR BLUETOOTH,,,,,,,,,,,,,,,,"11369,0",,S/U,AURICULAR,AURICULAR STROMBERG STUDIO BLUETOOTH,"11369,0","11369,0","11369,0",1,VITAL,LISTA,"0,0","0,0",False
181812,AURICULAR GAMER HP DHE8010,AURICULAR BLUETOOTH,,,,,,,,,,,,,,,,"12235,0",,S/U,AURICULAR,AURICULAR GAMER HP DHE8010,"12235,0","12235,0","12235,0",1,VITAL,LISTA,"0,0","0,0",False
181813,PAPAS FRITAS PRINGLES ORIGINAL X124GR,PAPAS FRITAS,"5355,0","5339,0",,"5355,0","5355,0","4445,96",,"5650,0",,,"4552,0",,,,"5400,0","4549,0",,124GR,PAPAS,PAPAS FRITAS PRINGLES ORIGINAL X124GR,"4445,96","5650,0","5111,217777777778",9,DIARCO,LISTA,"13,015641412700955","665,2577777777778",False
181814,PAPAS FRITAS PRINGLES CREMA Y CEB.X124GR,PAPAS FRITAS,"5355,0","5339,0",,"5355,0","5355,0","4445,96",,"5650,0",,,"4552,0",,,,"5400,0","4549,0",,124GR,PAPAS,PAPAS FRITAS PRINGLES CREMA Y CEB.X124GR,"4445,96","5650,0","5111,217777777778",9,DIARCO,LISTA,"13,015641412700955","665,2577777777778",False
181815,PAPAS FRITAS PRINGLES QUESO X124GR,PAPAS FRITAS,"5355,0","5339,0",,"5355,0","5355,0","4445,96",,"5650,0",,,"4552,0",,,,"5400,0","4549,0",,124GR,PAPAS,PAPAS FRITAS PRINGLES QUESO X124GR,"4445,96","5650,0","5111,217777777778",9,DIARCO,LISTA,"13,015641412700955","665,2577777777778",False
181816,LIMPIADOR HEROE PINO SILVESTRE X900CC,LIMPIADORES DE PISO,"1179,0","1229,0",,"1188,99",,,,,,,"1002,0",,,"789,03","1200,0","979,0",,900ML,LIMPIADOR,LIMPIADOR HEROE PINO SILVESTRE X900CC,"789,03","1229,0","1081,002857142857",7,NINI,LISTA,"27,009443611884198","291,97285714285704",True
181817,LIMPIADOR HEROE LIMÓN DEL PRADO X900CC,LIMPIADORES DE PISO,"1179,0","1229,0",,"1188,99",,,,,,,"1002,0",,,"789,03","1200,0","979,0",,900ML,LIMPIADOR,LIMPIADOR HEROE LIMÓN DEL PRADO X900CC,"789,03","1229,0","1081,002857142857",7,NINI,LISTA,"27,009443611884198","291,97285714285704",True
181818,LIMPIADOR HEROE BRISA DEL MAR X900CC,LIMPIADORES DE PISO,"1179,0","1229,0",,"1188,99",,,,,,,"1002,0",,,"789,03","1200,0","979,0",,900ML,LIMPIADOR,LIMPIADOR HEROE BRISA DEL MAR X900CC,"789,03","1229,0","1081,002857142857",7,NINI,LISTA,"27,009443611884198","291,97285714285704",True
181819,LIMPIADOR HEROE ATARDECER DE VER. X900CC,LIMPIADORES DE PISO,"1179,0","1229,0",,"1188,99",,,,,,,"1002,0",,,"789,03","1200,0","979,0",,900ML,LIMPIADOR,LIMPIADOR HEROE ATARDECER DE VER. X900CC,"789,03","1229,0","1081,002857142857",7,NINI,LISTA,"27,009443611884198","291,97285714285704",True
181820,LIMPIADOR HEROE AROMA DE PRIMAVERA X4LTS,LIMPIADORES DE PISO,,,,"4427,99",,,,,,,"2999,0",,,"3149,01",,"3149,0",,4000ML,LIMPIADOR,LIMPIADOR HEROE AROMA DE PRIMAVERA X4LTS,"2999,0","4427,99","3431,25",4,MAXI CARREFOUR,LISTA,"12,597449908925318","432,25",False
181821,LAVAVAJILLAS HEROE PLUS LIMON BOT X750ML,LAVAVAJILLA,,"1599,0",,"1527,99",,,,,,,"1296,0",,,"1028,97","1550,0","1115,0",,750ML,LAVAVAJILLAS,LAVAVAJILLAS HEROE PLUS LIMON BOT X750ML,"1028,97","1599,0","1352,8266666666666",6,NINI,LISTA,"23,93925804734777","323,85666666666657",False
181822,LAVAVAJILLAS HEROE PLUS A/VERA BO.X750ML,LAVAVAJILLA,,"1599,0",,"1527,99",,,,,,,"1296,0",,,"1028,97","1550,0","1115,0",,750ML,LAVAVAJILLAS,LAVAVAJILLAS HEROE PLUS A/VERA BO.X750ML,"1028,97","1599,0","1352,8266666666666",6,NINI,LISTA,"23,93925804734777","323,85666666666657",False
181823,LAVAVAJILLAS HEROE PLUS GLIC BOT. X750ML,LAVAVAJILLA,,,,"1527,99",,,,,,,"1296,0",,,"1028,97","1550,0","1179,0",,750ML,LAVAVAJILLAS,LAVAVAJILLAS HEROE PLUS GLIC BOT. X750ML,"1028,97","1550,0","1316,392",5,NINI,LISTA,"21,834073740952544","287,422",False
181825,SUAVIZANTE DOWNY BRISA DE VERANO X1.5LT,SUAVIZANTE CONCENTRA,,,,,,,,,,,,,,,,"9989,0",,1500ML,SUAVIZANTE,SUAVIZANTE DOWNY BRISA DE VERANO X1.5LT,"9989,0","9989,0","9989,0",1,VITAL,LISTA,"0,0","0,0",False
181826,MAQ AFEITAR DESC VENUS INTIMA X2U,FILOS,"7585,0","7589,0",,,"7585,0","6995,01",,,,,"6447,0",,,"5640,77",,"5989,0",,2U,MAQ,MAQ AFEITAR DESC VENUS INTIMA,"5640,77","7589,0","6832,9685714285715",7,NINI,LISTA,"17,447739719067926","1192,198571428571",False
181827,MAQ AFEITAR DESC VENUS INTIMA X4U,FILOS,"14039,0",,,,,,,,,,"11933,0",,,,,"11929,0",,4U,MAQ,MAQ AFEITAR DESC VENUS INTIMA,"11929,0","14039,0","12633,666666666666",3,VITAL,LISTA,"5,577689243027884","704,6666666666661",False
181828,MAQ AFEITAR DESC GILLETTE CUERPO X4U,FILOS,"13089,0","13089,0",,"14936,0",,,,,,,,,,,,"11549,0",,4U,MAQ,MAQ AFEITAR DESC GILLETTE CUERPO,"11549,0","14936,0","13165,75",4,VITAL,LISTA,"12,27996885859142","1616,75",False
181829,MAQ AFEITAR DESC GILLETTE CUERPO X2U,FILOS,"8070,0","8079,0",,,"8070,0","7258,0",,,,,"6860,0",,,,,"6725,0","6179,0",2U,MAQ,MAQ AFEITAR DESC GILLETTE CUERPO,"6179,0","8079,0","7320,142857142857",7,YAGUAR,LISTA,"15,589079057785755","1141,1428571428569",False
181830,CREMA AFEITAR VENUS PIEL SUAVE X150ML,EMULSIONES PARA AFEI,"6720,0",,,"6720,99","7365,0",,,,,,,,,"5695,22",,"5699,0","7235,0",150ML,CREMA,CREMA AFEITAR VENUS PIEL SUAVE X150ML,"5695,22","7365,0","6572,535",6,NINI,LISTA,"13,34819822184286","877,3149999999996",False
181831,CREMA AFEITAR GILLETTE CARA/CUERPOX150ML,EMULSIONES PARA AFEI,,"7389,0",,,"7385,0",,,"7800,0",,,,,,,,"5995,0",,150ML,CREMA,CREMA AFEITAR GILLETTE CARA/CUERPOX150ML,"5995,0","7800,0","7142,25",4,VITAL,LISTA,"16,062865343554204","1147,25",False
181832,SHAMPOO H&S LIMPIEZA Y REVITALIZA X180ML,SHAMPOO ACONDICIONAD,"7910,0",,,"6703,0","6890,0","3799,04",,"7050,0",,,"6724,0","4399,9",,"4498,77","6750,0","4399,0","4949,0",180ML,SHAMPOO,SHAMPOO H&S LIMPIEZA Y REVITALIZA X180ML,"3799,04","7910,0","5824,791818181818",11,DIARCO,OFERTA,"34,778098195003764","2025,7518181818177",True
181833,SHAMPOO H&S LIMPIEZA Y REVITALIZA X375ML,SHAMPOO ACONDICIONAD,"11255,0","11259,0",,"11254,99","11590,0","8724,04",,"11850,0",,,"9567,0","7299,0",,"7292,9","11300,0","7299,0","8655,0",375ML,SHAMPOO,SHAMPOO H&S LIMPIEZA Y REVITALIZA X375ML,"7292,9","11850,0","9778,8275",12,NINI,LISTA,"25,42152931933813","2485,9275",True
181834,SHAMPOO H&S LIMPIEZA Y REVITALIZA X650ML,SHAMPOO ACONDICIONAD,"21065,0","17409,0",,"17409,0",,"13732,05",,"18300,0",,,"17905,0","12999,01",,,"17450,0","12999,0","12469,0",650ML,SHAMPOO,SHAMPOO H&S LIMPIEZA Y REVITALIZA X650ML,"12469,0","21065,0","16173,706",10,YAGUAR,LISTA,"22,905733540599787","3704,706",False
181835,DESINFECTANTE LYSOL LAVANDA X900ML,LIMPIADORES DE PISO,"2795,0",,,"2795,99",,,,"2950,0",,,,,,,"2800,0","1669,0",,900ML,DESINFECTANTE,DESINFECTANTE LYSOL LAVANDA X900ML,"1669,0","2950,0","2601,998",5,VITAL,LISTA,"35,85698374864239","932,998",True
181837,DESINFECTANTE LYSOL LIMÓN X900ML,LIMPIADORES DE PISO,,,,"2641,99",,,,,,,"2061,0",,,,,"1629,0",,900ML,DESINFECTANTE,DESINFECTANTE LYSOL LIMÓN X900ML,"1629,0","2641,99","2110,6633333333334",3,VITAL,LISTA,"22,820471921149593","481,6633333333334",False
181838,CHOCOLATE SUFLAIR NESTLE X80GR,CHOCOLATES,"4570,0","5039,0",,"4572,0","5485,0",,,"5800,0",,,,,,,,"3319,0",,80GR,CHOCOLATE,CHOCOLATE SUFLAIR NESTLE X80GR,"3319,0","5800,0","4797,5",6,VITAL,LISTA,"30,81813444502345","1478,5",True
181839,DESINFECTANTE LYSOL LAVANDA X1.8LT,LIMPIADORES DE PISO,"4499,0",,,"4501,99",,,,"4750,0",,,,,,,,"3079,0",,1800ML,DESINFECTANTE,DESINFECTANTE LYSOL LAVANDA X1.8LT,"3079,0","4750,0","4207,4974999999995",4,VITAL,LISTA,"26,82110922228711","1128,4974999999995",True
181840,DESINFECTANTE LYSOL MARINA BOT X1.8LT,LIMPIADORES DE PISO,"4499,0",,,"4500,99",,,,,,,"3617,0",,,,,"3615,0",,1800ML,DESINFECTANTE,DESINFECTANTE LYSOL MARINA BOT X1.8LT,"3615,0","4500,99","4057,9975",4,VITAL,LISTA,"10,916652856488945","442,99749999999995",False
181841,DESINFECTANTE LYSOL LIMON BOT X1.8LT,LIMPIADORES DE PISO,"4499,0",,,"4500,99",,,,"4750,0",,,,,,,,"2895,0",,1800ML,DESINFECTANTE,DESINFECTANTE LYSOL LIMON BOT X1.8LT,"2895,0","4750,0","4161,2474999999995",4,VITAL,LISTA,"30,429516629328095","1266,2474999999995",True
181842,TOALLITAS DESINF LYSOL CITRICO X36U,DESINFECTANTE COCINA,,,,,,,,,,,,,,,,"499,0",,36U,TOALLITAS,TOALLITAS DESINF LYSOL CITRICO,"499,0","499,0","499,0",1,VITAL,LISTA,"0,0","0,0",False
181844,LAVAVAJILLAS FINISH TAB. QUANTUM X15U,LAVAVAJILLA,"13499,0",,,"13725,99",,,,"14600,0",,,,,,,,"10919,0","11859,0",15U,LAVAVAJILLAS,LAVAVAJILLAS FINISH TAB. QUANTUM,"10919,0","14600,0","12920,598",5,VITAL,LISTA,"15,491527559328135","2001,598",False
181845,LAVAVAJILLAS FINISH TAB. ALL IN 1 X30U,LAVAVAJILLA,"20899,0","22119,0",,"22115,99",,,,"23250,0",,,,,,,,"15999,0",,30U,LAVAVAJILLAS,LAVAVAJILLAS FINISH TAB. ALL IN 1,"15999,0","23250,0","20876,598",5,VITAL,LISTA,"23,363950390767698","4877,598000000002",False
181846,LIMPIA LAVAVAJILLAS FINISH 1 LAV. X250ML,LAVAVAJILLA,"7815,0","8049,0",,"8049,99",,,,"8500,0",,,,"5599,89",,,"8050,0","6685,0","6899,0",1000ML,LIMPIA,LIMPIA LAVAVAJILLAS FINISH 1 LAV. X250ML,"5599,89","8500,0","7455,985000000001",8,MAXICONSUMO,LISTA,"24,894028086161654","1856,0950000000003",False
181847,CHOCOLATE NESTLE CON MANI X33G,CHOCOLATES,"2389,0","2389,0",,,,,,,,,"2031,0",,,,,"1639,0",,33GR,CHOCOLATE,CHOCOLATE NESTLE CON MANI X33G,"1639,0","2389,0","2112,0",4,VITAL,LISTA,"22,395833333333336","473,0",False
181848,CHOCOLATE NESTLE CRUNCH X80GR,CHOCOLATES,"4215,0",,,"4216,0","5060,0",,,,,,,,,,"5100,0","3129,0",,80GR,CHOCOLATE,CHOCOLATE NESTLE CRUNCH X80GR,"3129,0","5100,0","4344,0",5,VITAL,LISTA,"27,969613259668506","1215,0",True
181849,CHOCOLATE NESTLE CON LECHE X80GR,CHOCOLATES,"4215,0",,,"4216,0","5060,0",,,,,,,,,,,"2999,0",,80GR,CHOCOLATE,CHOCOLATE NESTLE CON LECHE X80GR,"2999,0","5060,0","4122,5",4,VITAL,LISTA,"27,25288053365676","1123,5",True
181850,CHOCOLATE NESTLE SEMI AMARGO X80GR,CHOCOLATES,"4679,0","4679,0",,,"5060,0",,,"5350,0",,,,,,,,"2999,0",,80GR,CHOCOLATE,CHOCOLATE NESTLE SEMI AMARGO X80GR,"2999,0","5350,0","4553,4",5,VITAL,LISTA,"34,13712829973206","1554,3999999999996",True
181851,BOMBONES NESTLE ESPECIALIDADES X251G,CHOCOLATES,"7790,0","7289,0",,,,,,,,,,,,,,"6799,0",,251GR,BOMBONES,BOMBONES NESTLE ESPECIALIDADES X251G,"6799,0","7790,0","7292,666666666667",3,VITAL,LISTA,"6,769357345278365","493,66666666666697",False
181852,ALCOHOL ETILICO BI ALCOHOL 70% X500CC,ALCOHOLES,,"2749,0",,"3091,99",,,,"3350,0",,,,,,"2479,88","3150,0","2049,0","1749,0",500ML,ALCOHOL,ALCOHOL ETILICO BI ALCOHOL 70% X500CC,"1749,0","3350,0","2659,838571428572",7,YAGUAR,LISTA,"34,24412974579017","910,8385714285719",True
181853,ALCOHOL ETILICO BI ALCOHOL 70% X1LT,ALCOHOLES,,"4749,0",,"5019,99",,,,,,,,,,,"5350,0","3529,0","3945,0",1000ML,ALCOHOL,ALCOHOL ETILICO BI ALCOHOL 70% X1LT,"3529,0","5350,0","4518,598",5,VITAL,LISTA,"21,900554109925245","989,598",False
181854,ALCOHOL BI ALCOHOL SPRAY X500ML,ALCOHOL AEROSOL,,,,,,,,,,,,,,,,"2515,0",,500ML,ALCOHOL,ALCOHOL BI ALCOHOL SPRAY X500ML,"2515,0","2515,0","2515,0",1,VITAL,LISTA,"0,0","0,0",False
181855,PEPINOS CASTELL AGRIDULCES FCO. X220GR,PEPINOS,,,,,,,,,,,,,,,,"12789,0",,220GR,PEPINOS,PEPINOS CASTELL AGRIDULCES FCO. X220GR,"12789,0","12789,0","12789,0",1,VITAL,LISTA,"0,0","0,0",False
181856,ALCAPARRAS CASTELL DOY PACK X75GR,PEPINOS,,,,,,,,,,,,,,,,"1073,0",,75GR,ALCAPARRAS,ALCAPARRAS CASTELL DOY PACK X75GR,"1073,0","1073,0","1073,0",1,VITAL,LISTA,"0,0","0,0",False
181857,LIMP COCINA AYUDIN D/P X900ML,LIMPIADORES DE COCIN,"2979,0","2979,0",,,,,,"3150,0",,,,,,,,"2389,0",,900ML,LIMP,LIMP COCINA AYUDIN D/P X900ML,"2389,0","3150,0","2874,25",4,VITAL,LISTA,"16,882665043054708","485,25",False
181859,SALCHICHAS UNION GANADERA LARGAS X6U,SALCHICHAS,,,,"6905,0",,"6050,42",,"7300,0",,,,"5868,9",,,"6950,0","5929,0","4619,0",6U,SALCHICHAS,SALCHICHAS UNION GANADERA LARGAS,"4619,0","7300,0","6231,76",7,YAGUAR,LISTA,"25,879687279356073","1612,7600000000002",True
181861,SALCHICHAS LA CASONA LARGAS X12U,SALCHICHA,,,,,,,,,,,,,,,,"2489,0",,12U,SALCHICHAS,SALCHICHAS LA CASONA LARGAS,"2489,0","2489,0","2489,0",1,VITAL,LISTA,"0,0","0,0",False
181862,YERBA BUENAS Y SANTAS X500GR,YERBAS,"2800,0","2849,0",,"2834,0","2800,0","1799,93",,"2950,0",,"1770,0","1699,0","1749,9",,"1753,28","2800,0","1749,0",,500GR,YERBA,YERBA BUENAS Y SANTAS X500GR,"1699,0","2950,0","2296,1758333333332",12,MAXI CARREFOUR,LISTA,"26,007408695109362","597,1758333333332",True
181863,SOPA QUICK ZAPALLO BALANCE X46.5GR,SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",46GR,SOPA,SOPA QUICK ZAPALLO BALANCE X46.5GR,"2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181864,SOPA QUICK VEGETALES BALANCE X5 50G,SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",50GR,SOPA,SOPA QUICK VEGETALES BALANCE X5 50G,"2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181865,SOPA QUICK ARVEJAS CHILE X46.5GR,SOPAS,,,,"2856,0","2570,0",,,,,,,,,,"2900,0","2199,0",,46GR,SOPA,SOPA QUICK ARVEJAS CHILE X46.5GR,"2199,0","2900,0","2631,25",4,VITAL,LISTA,"16,427553444180525","432,25",False
181866,SOPA QUICK ZAPALLO X5 63G,SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",63GR,SOPA,SOPA QUICK ZAPALLO X5 63G,"2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181868,DURAZNO INCA EN MITADES X820GRS,CONSERVAS DE FRUTAS,,,,"3749,0",,"2893,05",,,,,,,,"2772,95",,"2849,0",,820GR,DURAZNO,DURAZNO INCA EN MITADES X820GRS,"2772,95","3749,0","3066,0",4,NINI,LISTA,"9,558056099151996","293,0500000000002",False
181869,SOPA QUICK CHOCLO Y PEREJIL X46.5GR,SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",46GR,SOPA,SOPA QUICK CHOCLO Y PEREJIL X46.5GR,"2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181870,MIX PRIMAVERA INCA X350GRS,CONSERVAS VEGETALES,,"1649,0",,"1435,0",,"981,01",,,,,,,,,,"979,0",,350GR,MIX,MIX PRIMAVERA INCA X350GRS,"979,0","1649,0","1261,0025",4,VITAL,LISTA,"22,363357725301896","282,00250000000005",False
181871,CHOCLO BLANCO INCA CREMOSO X350GRS,CONSERVAS VEGETALES,,,,"949,0",,"883,0",,,,,"808,0",,,"924,31",,"879,0",,350GR,CHOCLO,CHOCLO BLANCO INCA CREMOSO X350GRS,"808,0","949,0","888,6619999999999",5,MAXI CARREFOUR,LISTA,"9,07679185111999","80,66199999999992",False
181872,SOPA QUICK TOMATE AMARANTO X46.5GR,SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",46GR,SOPA,SOPA QUICK TOMATE AMARANTO X46.5GR,"2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181873,"SOPA QUICK VEGETALES X5 59,5G",SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",59GR,SOPA,"SOPA QUICK VEGETALES X5 59,5G","2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181874,SOPA QUICK ZANAHORIA/QUINOA X46.5GR,SOPAS,"3305,0","3309,0",,"3306,0","3305,0","2695,15",,"3500,0",,,,,,"2547,76","3350,0","2575,0","2179,0",46GR,SOPA,SOPA QUICK ZANAHORIA/QUINOA X46.5GR,"2179,0","3500,0","3007,191",10,YAGUAR,LISTA,"27,540352441863515","828,1909999999998",True
181875,BROCHES TASK PLÁSTICOS X12U,BROCHES,,"2479,0",,"2916,99",,,,,,,,"1599,9",,,,"2079,0",,12U,BROCHES,BROCHES TASK PLÁSTICOS,"1599,9","2916,99","2268,7225",4,MAXICONSUMO,LISTA,"29,480136949318386","668,8224999999998",True
181876,BROCHES TASK MADERA X12U,BROCHES,,"3039,0",,"2916,99",,,,"3000,0",,,,,,,"2850,0","2275,0","1909,0",12U,BROCHES,BROCHES TASK MADERA,"1909,0","3039,0","2664,9983333333334",6,YAGUAR,LISTA,"28,367685032948742","755,9983333333334",True
181877,SALSA PIZZA CICA X340GR,LINEA ROJA,"1265,0",,,"1266,0",,"1103,03",,,,,"1075,0",,,,,"1039,0","979,0",340GR,SALSA,SALSA PIZZA CICA X340GR,"979,0","1266,0","1121,1716666666666",6,YAGUAR,LISTA,"12,68063320663056","142,17166666666662",False
181878,CABO METÁLICO TASK VARIOS COLORES,CABOS,,"4049,0",,,,,,"4250,0",,,,"2399,9",,,"4050,0","2299,0","2169,0",S/U,CABO,CABO METÁLICO TASK VARIOS COLORES,"2169,0","4250,0","3202,816666666667",6,YAGUAR,LISTA,"32,27835915262088","1033,816666666667",True
181879,SALSA POMAROLA CICA X340GR,LINEA ROJA,"1265,0",,,"1266,0",,"1103,03",,,,,"1075,0",,,,,"1039,0","979,0",340GR,SALSA,SALSA POMAROLA CICA X340GR,"979,0","1266,0","1121,1716666666666",6,YAGUAR,LISTA,"12,68063320663056","142,17166666666662",False
181880,SALSA FILETTO CICA X340GR,LINEA ROJA,"1265,0",,,"1266,0",,"1103,03",,,,,"1075,0",,,,,"1039,0","979,0",340GR,SALSA,SALSA FILETTO CICA X340GR,"979,0","1266,0","1121,1716666666666",6,YAGUAR,LISTA,"12,68063320663056","142,17166666666662",False
181881,SALSA TUCO CICA X340GR,LINEA ROJA,"1265,0",,,"1266,0",,"1103,03",,,,,"1075,0",,,,,"1039,0","979,0",340GR,SALSA,SALSA TUCO CICA X340GR,"979,0","1266,0","1121,1716666666666",6,YAGUAR,LISTA,"12,68063320663056","142,17166666666662",False
181882,CABO TASK MADERA,CABOS,,,,,,,,,,,,,,,,"2899,0","2909,0",S/U,CABO,CABO TASK MADERA,"2899,0","2909,0","2904,0",2,VITAL,LISTA,"0,17217630853994492","5,0",False
181883,BALDE TASK 10 LTS,BALDE,,,,,,,,,,,,,,,,"3099,0",,10000ML,BALDE,BALDE TASK 10 LTS,"3099,0","3099,0","3099,0",1,VITAL,LISTA,"0,0","0,0",False
181885,BALDE TASK 12 LTS,BALDE,,,,,,,,,,,,,,,,"5395,0",,12000ML,BALDE,BALDE TASK 12 LTS,"5395,0","5395,0","5395,0",1,VITAL,LISTA,"0,0","0,0",False
181886,PALA TASK CON CABO FIJO,PALAS,,"6049,0",,,,,,,,,,,,,,"3229,0","4379,0",S/U,PALA,PALA TASK CON CABO FIJO,"3229,0","6049,0","4552,333333333333",3,VITAL,LISTA,"29,069341729515997","1323,333333333333",True
181887,ESCOBILLON TASK MULTIUSO,ESCOBILLONES,,,,,,,,"10650,0",,,,,,,,"8395,0","8399,0",S/U,ESCOBILLON,ESCOBILLON TASK MULTIUSO,"8395,0","10650,0","9148,0",3,VITAL,LISTA,"8,231307389593354","753,0",False
181888,ESCOBILLON TASK PISOS DELICADOS,ESCOBILLONES,,,,,,,,"11250,0",,,,,,,,"9359,0","9159,0",S/U,ESCOBILLON,ESCOBILLON TASK PISOS DELICADOS,"9159,0","11250,0","9922,666666666666",3,YAGUAR,LISTA,"7,6961838215533405","763,6666666666661",False
181889,ESCOBILLON TASK EXTERIOR,ESCOBILLON,,,,,,,,,,,,,,,,"6499,0",,S/U,ESCOBILLON,ESCOBILLON TASK EXTERIOR,"6499,0","6499,0","6499,0",1,VITAL,LISTA,"0,0","0,0",False
181890,ESCOBILLÓN TASK CURVO,ESCOBILLON,,,,,,,,,,,,,,,,"4895,0",,S/U,ESCOBILLÓN,ESCOBILLÓN TASK CURVO,"4895,0","4895,0","4895,0",1,VITAL,LISTA,"0,0","0,0",False
181891,ESCOBILLON TASK TRADICIONAL,ESCOBILLON,,,,,,,,,,,,,,,,"3929,0","3929,0",S/U,ESCOBILLON,ESCOBILLON TASK TRADICIONAL,"3929,0","3929,0","3929,0",2,"VITAL, YAGUAR",LISTA,"0,0","0,0",False
181893,ACEITUNAS VERDES CASTELL DESCA.D/P X80GR,ACEITUNAS,"1789,0",,,"1797,0","1795,0","1519,46",,"1900,0",,,"1521,0","1299,9",,"1786,19",,"1499,0",,80GR,ACEITUNAS,ACEITUNAS VERDES CASTELL DESCA.D/P X80GR,"1299,9","1900,0","1656,2833333333333",9,MAXICONSUMO,LISTA,"21,517051229157648","356,3833333333332",False
181894,ACEITUNAS CASTELL VERDES DESC. D/P.X400G,ACEITUNAS,,,,,,,,,,,,,,"7520,86",,"4395,0",,400GR,ACEITUNAS,ACEITUNAS CASTELL VERDES DESC. D/P.X400G,"4395,0","7520,86","5957,93",2,VITAL,LISTA,"26,23276876364778","1562,9300000000003",False
181895,ACEITUNAS VERDES CASTELL ROD. D/P X150GR,ACEITUNAS,,"3049,0",,"2950,0","2950,0","2082,11",,"3100,0",,,,,,"2460,52","2950,0","2039,0",,150GR,ACEITUNAS,ACEITUNAS VERDES CASTELL ROD. D/P X150GR,"2039,0","3100,0","2697,57875",8,VITAL,LISTA,"24,413698765976715","658,5787500000001",False
181896,ACEITUNAS VERDES CASTELL DESC.D/P X150GR,ACEITUNAS,,,,"3150,0","3150,0","2577,3",,"3350,0",,,,,,"3008,29",,"2525,0",,150GR,ACEITUNAS,ACEITUNAS VERDES CASTELL DESC.D/P X150GR,"2525,0","3350,0","2960,0983333333334",6,VITAL,LISTA,"14,698779713962207","435,09833333333336",False
181897,ACEITUNAS VERDES CASTELL ROD. D/P X80GR,ACEITUNAS,,,,,,,,,"1610,14",,,"1199,9",,"1454,41",,"1199,0",,80GR,ACEITUNAS,ACEITUNAS VERDES CASTELL ROD. D/P X80GR,"1199,0","1610,14","1365,8625",4,VITAL,LISTA,"12,216639669073567","166,86249999999995",False
181898,MOLDE ALTO ILKO ESTAÑADO 26X26CM,MOLDE,,,,,,,,,,,,,,,,"12199,0",,S/U,MOLDE,MOLDE ALTO ILKO ESTAÑADO 26X26CM,"12199,0","12199,0","12199,0",1,VITAL,LISTA,"0,0","0,0",False
181899,MOLDE BAJO ILKO RECT. ESTAÑADO 39X29CM,COCCION EN HORNO,,,,,,,,,,,,,,,,"12199,0","9380,0",S/U,MOLDE,MOLDE BAJO ILKO RECT. ESTAÑADO 39X29CM,"9380,0","12199,0","10789,5",2,YAGUAR,LISTA,"13,063626674081283","1409,5",False
181900,BANDEJA P/GALLETITAS ILKO ESTAÑ. 38X28CM,MOLDE,,,,,,,,,,,,,,,,"10829,0",,S/U,BANDEJA,BANDEJA P/GALLETITAS ILKO ESTAÑ. 38X28CM,"10829,0","10829,0","10829,0",1,VITAL,LISTA,"0,0","0,0",False
181901,RALLADOR CILINDRICO ILKO 5 USOS,RALLADOR,,,,,,,,,,,,,,,,"3609,0",,5U,RALLADOR,RALLADOR CILINDRICO ILKO 5 USOS,"3609,0","3609,0","3609,0",1,VITAL,LISTA,"0,0","0,0",False
